arquivo,documento_id,n_tokens,n_entidades,qtde_NOUN,qtde_VERB,qtde_ADJ,qtde_PROPN,qtde_PER,qtde_ORG,qtde_LOC,qtde_nsubj,qtde_obj,qtde_amod,qtde_advmod
noticias_contrato-por-whatsapp-segue-regra-de-arre_e5bd433c8f.txt,171,512,16,128,51,12,32,2,5,2,24,16,11,19
noticias_contrato-preliminar-nao-pode-ter-eficacia-maior-que-o-definitivo_2172139896.txt,172,435,13,93,51,46,21,3,2,4,23,22,37,17
noticias_contrato-publico-ou-contrato-particular-eis-a-questao_100047661.txt,173,601,17,142,55,46,31,2,4,4,22,20,39,25
noticias_contrato-se-encerra-no-feriado_1276270482.txt,174,67,4,16,10,2,3,0,0,0,8,1,1,3
noticias_contrato-social-responsabilidade-dos-socios_807734665.txt,175,1009,19,243,105,61,46,1,1,5,50,54,50,24
noticias_contrato-social_741047356.txt,176,293,6,65,40,18,8,1,0,1,14,19,11,9
noticias_contrato-temporario-de-emprego-entenda-como-funciona_416798510.txt,177,543,17,133,54,44,27,5,3,5,21,24,40,14
noticias_contrato-temporario-e-contrato-por-prazo-determinado-quando-formaliza-los_100051609.txt,178,767,7,197,78,64,14,2,0,1,31,29,54,32
noticias_contrato-temporario-x-prazo-determinado_1748072680.txt,179,306,21,66,27,23,44,5,2,3,12,9,21,7
noticias_contratos-a-hora-do-divorcio-nas-franquias_346878349.txt,180,1170,29,274,115,66,71,10,4,5,71,47,48,47
noticias_contratos-antes-de-assinar-voce-ler_556283291.txt,181,235,4,51,31,21,6,0,1,0,10,10,13,11
noticias_contratos-bancarios_1267630407.txt,182,161,9,40,15,8,18,2,0,2,4,8,7,4
noticias_contratos-com-assinatura-eletronica-sao-titulos-executivos_1900110208.txt,183,1050,54,237,98,78,85,5,9,17,25,34,64,34
noticias_contratos-de-atletas-profissionais-curiosidades_1652688684.txt,184,588,18,135,64,41,38,6,5,1,22,31,25,18
noticias_contratos-de-cessao-de-bilheterias-da-itapemirim-sao-considerados-nulos_2827766013.txt,185,202,19,48,11,12,39,5,5,0,6,6,12,0
noticias_contratos-de-factoring_678846648.txt,186,428,13,111,44,19,29,4,2,3,19,18,15,20
noticias_contratos-de-gaveta-no-sfh_238575006.txt,187,978,34,230,93,43,53,7,4,8,35,44,40,28
noticias_contratos-de-locacao-com-prazo-de-30-meses_880373127.txt,188,388,4,100,50,19,3,0,0,0,16,21,14,16
noticias_contratos-de-locacao-comercial_829303634.txt,189,225,6,55,21,17,9,0,0,1,12,6,12,5
noticias_contratos-de-locacao_324565243.txt,190,177,4,51,14,9,5,0,0,0,7,8,6,8
noticias_contratos-de-namoro-tem-se-tornado-mais-populares_1388484517.txt,191,249,6,62,27,17,7,0,0,1,14,12,14,9
noticias_contratos-de-tecnologia_1296653759.txt,192,339,10,81,38,23,17,0,4,2,15,12,15,13
noticias_contratos-de-trabalho-durante-o-estado-de-calamidade-publica_825265650.txt,193,647,17,162,59,52,24,3,0,5,15,26,41,15
noticias_contratos-de-trabalho-e-a-pejotizacao_1387440949.txt,194,272,30,49,11,10,76,6,4,7,7,6,6,0
noticias_contratos-educacionais-e-o-isolamento-social_826609378.txt,195,260,5,68,28,25,9,1,2,0,11,13,20,13
noticias_contratos-em-direito-de-familia_1216216742.txt,196,240,22,43,17,7,57,5,9,3,12,9,4,4
noticias_contratos-em-vigor_578601690.txt,197,358,11,77,33,21,19,0,2,2,11,9,15,24
noticias_contratos-imobiliarios-comerciais-parte-1_673583844.txt,198,256,6,47,38,10,12,1,1,0,7,16,4,12
noticias_contratos-imobiliarios-comerciais-parte-4_674445123.txt,199,319,7,75,42,20,16,1,2,0,17,24,18,15
noticias_contratos-imobiliarios-comerciais-parte-5_674445136.txt,200,391,7,91,40,22,14,1,0,0,15,14,18,14
noticias_contratos-imobiliarios-comerciais-parte-6_676490068.txt,201,443,8,93,53,25,15,1,0,1,25,24,20,21
noticias_contratos-imobiliarios-comerciais-parte7_676490069.txt,202,326,9,67,42,15,14,0,1,1,13,17,10,17
noticias_contratos-imobiliarios-comerciais_674444194.txt,203,429,6,100,56,23,12,0,0,0,15,27,16,22
noticias_contratos-imobiliarios-comerciais_674445116.txt,204,247,4,59,27,15,7,1,0,0,11,9,9,14
noticias_contratos-imobiliarios-tambem-apresentam-abusividades-voce-sabia_697224951.txt,205,184,28,27,3,10,72,5,10,2,3,0,10,2
noticias_contratos-internacionais_797135428.txt,206,109,4,17,12,6,7,1,0,0,7,3,2,5
noticias_contratos-o-centro-dtibr-te-explica-o-que-muda-com-a-crise_1173583980.txt,207,976,67,207,75,51,157,9,11,30,30,34,45,23
noticias_contratos-podem-ser-parados-pelo-stf_1454820627.txt,208,202,13,40,23,10,18,2,3,3,10,9,8,7
noticias_contratos-quebra-de-confianca-dispensa-fo_f1001fed46.txt,209,880,20,218,93,68,35,6,4,3,44,44,62,30
noticias_contratos-serao-barrados-por-decisao-do-stf_1462863164.txt,210,219,9,46,28,18,14,1,2,1,12,18,16,10
noticias_contratos_1633369047.txt,211,177,5,46,20,11,12,1,2,0,8,10,10,6
noticias_contratos_400609173.txt,212,357,8,83,38,28,10,0,3,0,20,18,21,13
noticias_contrato_1502263151.txt,213,245,6,62,30,5,6,0,1,0,6,14,5,8
noticias_cooperativa-devera-restituir-cliente-indu_e7228971ed.txt,214,406,13,99,54,11,24,2,4,4,24,28,8,12
noticias_coronavirus-e-a-imprevisao-dos-contratos_1109190667.txt,215,56,5,14,7,4,5,1,0,0,3,2,3,4
noticias_covid-19-direito-os-contratos-e-mudancas-futuras_831016517.txt,216,872,30,191,84,72,48,6,8,4,37,34,53,25
noticias_covid-19-quarentena-e-o-contrato-educacional_826069372.txt,217,735,16,177,71,48,31,1,1,5,39,31,40,25
noticias_cumprimento-dos-contratos-no-periodo-de-pandemia_828287763.txt,218,704,17,169,95,41,23,0,7,2,35,31,34,25
noticias_cumprimento-integral-do-contrato-de-compr_794a1141ac.txt,219,348,8,93,41,24,10,1,2,2,21,20,21,14
noticias_cumprimento-integral-do-contrato-de-compr_c451482bd5.txt,220,402,14,102,45,24,24,2,4,4,23,21,22,14
noticias_curso-contratos-atipicos_349494565.txt,221,345,20,97,19,16,36,2,2,5,6,11,18,3
noticias_curso-contratos-e-provas-eletronicas_360552129.txt,222,189,18,34,11,11,38,3,3,1,4,6,10,3
noticias_curso-contratos-e-provas-eletronicas_410952262.txt,223,190,18,34,11,10,39,4,3,1,4,6,10,3
noticias_curso-de-contrato-de-honorarios_827056122.txt,224,142,4,23,24,8,10,0,0,0,7,10,7,8
noticias_curso-de-contratos-bancarios-teoria-e-pratica_782419848.txt,225,211,9,57,15,14,19,1,2,3,6,9,11,6
noticias_curso-orienta-sobre-licitacoes-e-contratos_605097425.txt,226,200,22,42,9,8,42,3,5,6,4,6,4,4
noticias_da-ilegalidade-de-vencimento-antecipado-do-contrato_429852640.txt,227,772,50,165,70,39,95,10,14,8,28,36,33,25
noticias_da-necessidade-de-um-bom-contrato-de-aluguel_787848679.txt,228,325,5,71,38,24,5,0,0,1,19,15,14,28
noticias_decisao-stj-fianca-em-contrato-de-locacao_1172336137.txt,229,340,13,79,43,11,25,1,2,1,17,15,12,15
noticias_demissao-com-contrato-suspenso-ou-reduzido-enseja-indenizacao_876587372.txt,230,397,9,117,39,16,12,2,3,1,24,17,13,11
noticias_demissao-com-contrato-suspenso-ou-reduzido-enseja-indenizacao_878055454.txt,231,311,27,66,12,19,64,2,3,7,4,5,13,4
noticias_desconstituicao-da-mora-nos-contratos-bancario_827281657.txt,232,189,40,29,12,9,55,4,2,22,3,3,4,2
noticias_descontos-na-rescisao-do-contrato-de-trabalho_923340644.txt,233,355,9,85,47,11,18,0,2,1,16,20,8,14
noticias_despesas-com-o-contrato-de-compra-e-venda-de-imovel_873563439.txt,234,489,6,125,58,16,13,1,1,0,31,15,12,13
noticias_detalhes-de-um-contrato-no-registro-em-cartorio_305494684.txt,235,1481,27,401,125,99,56,1,1,5,61,52,82,38
noticias_dialogo-e-bom-senso-na-hora-da-renegociacao-de-contratos-de-alugueis_1520479050.txt,236,1216,21,292,139,71,40,4,2,8,58,80,58,36
noticias_dicas-em-contratos-de-aluguel_170813639.txt,237,1235,18,315,169,36,22,0,5,7,75,60,26,44
noticias_diferencas-entre-pacto-antenupcial-uniao-_f472fa7fa0.txt,238,152,7,28,14,8,28,1,0,1,6,5,5,3
noticias_diminua-o-descumprimento-do-seu-contrato_1194070810.txt,239,207,6,47,31,6,14,1,0,1,12,21,4,13
noticias_direito-de-renovar-o-contrato-de-locacao-comercial_520534513.txt,240,556,13,136,62,27,28,1,0,3,22,25,21,22
noticias_direitos-e-deveres-no-contrato-de-locacao_1192153739.txt,241,610,10,185,56,37,12,0,0,1,25,20,24,16
noticias_dirigismo-contratual-se-aplica-aos-contratos-empresariais_1185402287.txt,242,347,12,70,36,30,21,5,0,1,27,18,22,15
noticias_distrito-federal-implementa-sistema-de-gestao-de-contratos_598881387.txt,243,633,27,149,40,46,75,0,8,13,21,22,36,11
noticias_e-admissivel-penhora-de-bem-de-familia-do-fiador-de-contrato-de-locacao_1279922512.txt,244,408,16,103,31,26,33,4,1,4,17,15,18,13
noticias_e-excessiva-a-clausula-penal-de-30-sob-o-valor-do-contrato_1240585773.txt,245,447,48,90,21,15,121,7,6,14,14,6,15,3
noticias_e-ilegal-a-conversao-de-contratos-temporarios-em-contratos-permanentes_144152253.txt,246,338,21,82,31,23,36,4,4,7,15,11,20,5
noticias_e-nula-a-clausula-de-renuncia-de-benfeitorias-no-contrato-agrario_1648103473.txt,247,198,13,49,16,14,21,1,1,0,6,6,11,3
noticias_e-obrigacao-do-plano-de-saude-reativar-contrato-de-beneficiario_1504548753.txt,248,260,11,73,23,14,23,2,4,1,12,13,11,8
noticias_e-possivel-a-revisao-e-alteracao-dos-valores-de-um-contrato-de-financiamento_594007641.txt,249,534,15,137,47,40,22,2,2,1,19,16,31,19
noticias_e-se-a-opcao-for-um-contrato-de-gaveta_360998430.txt,250,417,13,99,41,19,28,3,4,3,23,23,17,15
noticias_e-se-a-opcao-for-um-contrato-de-gaveta_361248727.txt,251,494,23,110,44,20,56,4,7,6,24,24,18,18
noticias_e-se-o-fiador-falecer-durante-a-vigencia-do-contrato_861510714.txt,252,344,5,78,45,10,6,0,1,0,21,24,6,12
noticias_e-sobre-os-contratos-administrativos_244877551.txt,253,220,18,50,14,13,28,5,3,5,14,6,11,6
noticias_e-valida-a-clausula-de-permanencia-nos-contratos-de-trabalho_1219280430.txt,254,460,13,117,44,31,16,0,1,2,20,13,25,13
noticias_elaboracao-e-analise-de-contratos-comerciais_560636966.txt,255,347,25,65,29,18,58,3,8,3,9,17,17,8
noticias_elementos-do-contrato-do-atleta-profissional-de-futebol_1503616338.txt,256,5796,133,1356,491,503,283,15,30,7,192,201,406,142
noticias_empregado-recontratado-pode-ter-contrato-de-experiencia_1133444299.txt,257,89,3,24,13,5,2,0,0,0,7,3,3,5
noticias_empresa-de-emprestimo-consignado-e-invest_81518e2a1b.txt,258,555,19,132,72,30,35,2,6,8,23,26,25,15
noticias_empresa-de-emprestimo-consignado-e-invest_a5a1b9dc98.txt,259,555,19,132,72,30,35,2,6,8,22,26,25,15
noticias_empresa-de-publicidade-sera-indenizada-apos-quebra-de-contrato-de-exclusividade_2827416316.txt,260,398,14,95,41,29,45,4,2,5,21,18,23,9
noticias_empresa-em-recuperacao-pode-celebrar-contratos-de_678275682.txt,261,132,7,33,14,5,15,1,1,0,8,6,5,4
noticias_emprestimo-de-bens-e-a-necessidade-de-um-contrato_1133581603.txt,262,157,13,34,9,8,36,2,3,3,2,5,6,0
noticias_ensaio-o-crime-como-um-contrato_927047203.txt,263,1270,9,316,139,97,5,1,2,3,65,63,81,50
noticias_entenda-a-cobranca-de-multa-na-quebra-de-contrato-de-locacao_922614951.txt,264,55,3,16,8,2,1,0,0,0,3,3,0,3
noticias_entenda-as-regras-do-contrato-de-experiencia_1152254750.txt,265,71,5,17,5,1,11,1,1,0,5,3,0,2
noticias_especialista-em-contratos-avalia-que-negociacao-e-melhor-opcao_1124901899.txt,266,497,17,124,53,27,26,3,1,5,30,18,24,16
noticias_esta-no-contrato-de-experiencia-mas-quer-sair-do-emprego_672674944.txt,267,255,9,56,39,5,8,0,0,1,13,10,3,9
noticias_estabilidade-da-gestante-e-a-suspensao-do-contrato-de-trabalho-durante-a-pandemia_843320699.txt,268,287,7,71,32,12,13,0,0,0,13,13,11,16
noticias_estabilidade-da-gestante-no-contrato-de-trabalho-temporario_783897858.txt,269,141,8,35,12,12,8,0,2,2,5,6,8,7
noticias_estabilidade-do-contrato-de-trabalho-durante-a-pandemia_1150227376.txt,270,1130,24,266,87,72,51,2,2,2,28,30,57,13
noticias_eu-tenho-problemas-com-contratos_362426613.txt,271,207,8,48,21,7,10,0,1,1,10,9,6,11
noticias_evolucao-tecnologica-incide-tambem-sobre-contratos_607105534.txt,272,653,29,153,71,46,55,8,4,8,37,33,40,23
noticias_existencia-de-contrato-de-aluguel-afasta-possibilidade-de-usucapiao-diz-juiza_1880371116.txt,273,466,15,120,53,19,29,2,0,7,18,26,17,14
noticias_existencia-de-contrato-de-aluguel-afasta-possibilidade-de-usucapiao_1871427742.txt,274,531,61,99,35,22,114,14,7,16,17,18,23,9
noticias_exoneracao-de-fianca-em-contrato-de-locacao_261913154.txt,275,451,27,115,32,15,74,3,5,7,12,13,13,14
noticias_extincao-do-contrato-de-trabalho-por-forc_ddeb697dfc.txt,276,1709,60,393,148,134,102,9,11,8,72,69,120,43
noticias_falsificacao-de-assinatura-gera-anulacao-de-contrato_476324012.txt,277,311,12,76,26,23,25,2,2,4,18,14,16,9
noticias_fcvs-pode-quitar-mais-de-um-contrato-do-s_b8a3652e98.txt,278,576,36,133,48,34,64,7,10,5,25,26,30,12
noticias_fez-um-contrato-por-telefone-cancelamento_91ff1c6c6b.txt,279,416,12,104,58,16,14,2,0,6,23,27,10,11
noticias_fiador-e-responsavel-mesmo-com-prorrogacao-de-contrato_112769656.txt,280,366,12,86,32,16,23,5,2,2,20,16,14,17
noticias_fiador-e-responsavel-mesmo-com-prorrogacao-de-contrato_250319469.txt,281,377,13,87,33,16,26,6,2,2,19,18,14,18
noticias_formacao-dos-contratos_478666374.txt,282,653,7,145,84,32,11,0,1,1,32,35,24,33
noticias_foro-eleito-em-contratos-anteriores-nao-p_314c752b89.txt,283,399,21,100,47,19,33,5,4,8,26,20,17,13
noticias_foro-eleito-em-contratos-anteriores-nao-p_a522a8f841.txt,284,403,22,100,47,18,37,5,4,9,26,20,17,13
noticias_franquia-e-contrato-de-adesao-diz-stj_390830193.txt,285,707,29,156,61,39,65,8,2,4,26,30,34,24
noticias_franquias-quando-notificar-sobre-descumprimento-de-contrato_725436733.txt,286,387,7,90,39,28,13,0,2,1,16,12,21,16
noticias_fraude-na-repeticao-do-contrato-de-experiencia-gera-a-indeterminacao-do-contrato_2949322.txt,287,476,15,120,55,23,18,2,4,1,22,20,18,17
noticias_funcao-social-do-contrato-e-tema-do-programa-reflexoes-e-debates_2902168878.txt,288,1089,70,236,77,65,154,24,25,10,39,43,55,15
noticias_garantia-no-contrato-de-velocidade-minima-de-internet_633992925.txt,289,1125,42,247,104,85,71,4,19,5,48,53,74,40
noticias_garantia-provisoria-de-emprego-em-contrato-temporario_856861183.txt,290,248,19,59,25,15,28,1,7,5,8,12,12,3
noticias_garantias-do-contrato-de-locacao_657079666.txt,291,370,10,100,38,16,17,1,0,5,13,14,8,12
noticias_garantias-no-contrato-de-locacao_843973173.txt,292,339,4,99,26,21,3,0,1,0,13,8,15,11
noticias_gerenciamento-digital-de-contratos-ganha-espaco-nas-empresas_934377713.txt,293,473,10,125,43,30,14,1,2,0,21,18,24,20
noticias_gestante-em-contrato-de-experiencia-tem-direito-a-estabilidade-reconhecido_2902170307.txt,294,499,21,125,51,18,34,4,6,5,27,21,14,20
noticias_governo-prorroga-por-mais-dois-meses-a-suspensao-de-contratos_937715175.txt,295,198,11,38,20,4,18,4,1,0,10,9,2,13
noticias_homem-e-condenado-por-estelionato-em-cont_e81d2a0c8c.txt,296,406,19,90,45,20,45,6,6,3,16,27,17,7
noticias_ilegalidade-da-taxa-sati-nos-contratos-imobiliarios_393228153.txt,297,131,7,28,12,7,17,0,2,2,5,5,5,4
noticias_impactos-da-pandemia-nos-contratos-de-locacao_837382195.txt,298,299,7,79,36,19,5,0,1,2,13,19,15,12
noticias_importancia-da-vistoria-e-do-contrato-de-locacao_1263204366.txt,299,585,9,150,72,18,9,2,0,2,28,36,13,22
noticias_incidencia-de-iss-nos-contratos-de-franquia-e-constitucional_871929981.txt,300,583,26,142,54,31,41,2,4,6,23,23,24,12
noticias_indenizacao-em-razao-de-contrato-fradulento_363690105.txt,301,548,11,139,54,36,22,4,1,1,20,22,29,23
noticias_indenizacao-por-alteracao-do-contrato_321548176.txt,302,647,14,145,72,28,28,4,4,2,38,36,21,33
noticias_informativo-de-licitacoes-e-contratos-do-tcu_796631687.txt,303,129,12,29,7,12,22,3,1,4,4,2,8,5
noticias_informativo-de-licitacoes-e-contratos-do-tcu_802909894.txt,304,213,11,53,14,18,22,3,1,2,5,4,14,6
noticias_informativo-de-licitacoes-e-contratos-do-tcu_810656687.txt,305,115,9,26,5,12,16,2,0,2,4,2,8,4
noticias_informativo-de-licitacoes-e-contratos-do-tcu_817524076.txt,306,200,13,51,18,15,29,2,5,2,5,10,13,3
noticias_informativo-de-licitacoes-e-contratos-do-tcu_829283487.txt,307,278,19,64,14,20,40,4,0,5,6,8,14,9
noticias_informativo-de-licitacoes-e-contratos-do-tcu_829283968.txt,308,83,6,21,9,6,11,1,2,0,2,4,4,2
noticias_ingles-juridico-aplicado-aos-contratos_325829673.txt,309,267,32,52,8,14,61,1,1,4,5,5,9,7
noticias_inss-libera-consultar-contratos-de-emprestimo-pelo-meu-inss_1435912202.txt,310,276,16,62,28,16,31,0,4,2,10,15,8,6
noticias_investidor-sera-ressarcido-por-quebra-de-contratos_719124050.txt,311,296,10,81,32,13,27,5,0,1,9,16,11,5
noticias_investidor-sera-ressarcido-por-quebra-de-contratos_719477746.txt,312,86,5,16,12,4,12,0,0,1,4,5,3,2
noticias_iptu-nos-contratos-de-aluguel-locacao-cabe-a-quem-pagar_1188175513.txt,313,181,8,41,16,5,17,1,0,0,15,8,3,9
noticias_iss-e-devido-nos-contratos-de-franquia-stf_854331889.txt,314,343,21,86,19,17,33,1,1,8,10,9,14,8
noticias_jogador-de-futebol-consegue-rescindir-contrato-por-atraso-no-fgts_2827412298.txt,315,490,27,113,48,25,45,8,6,5,21,24,23,14
noticias_juiz-anula-contratos-celebrados-por-banco-em-nome-de-idosa-interditada_2242364781.txt,316,550,20,126,58,20,36,3,3,7,29,18,15,15
noticias_juiz-anula-contratos-celebrados-por-banco-em-nome-de-idosa-interditada_2284784340.txt,317,598,23,136,60,25,46,3,4,6,26,19,19,18
noticias_juiz-considera-emoji-de-joinha-como-assinatura-em-contrato_1893309287.txt,318,284,15,54,34,21,20,5,0,7,20,18,13,16
noticias_juiza-anula-contrato-de-mulher-vitima-do-golpe-da-falsa-portabilidade_2168508424.txt,319,423,14,107,46,22,27,1,4,4,22,21,20,13
noticias_jusbrasil-responde-o-que-fazer-com-contratos-e-negociacoes-durante-a-pandemia_827586966.txt,320,205,11,44,22,5,19,3,2,1,10,13,3,6
noticias_justica-anula-alteracao-de-contrato-social-que-incluiu-menor-incapaz_2158549449.txt,321,360,11,84,35,37,20,1,4,2,20,16,27,7
noticias_justica-condena-banco-e-corretora-por-falsificacao-em-contrato_887511742.txt,322,380,19,75,40,13,59,4,8,4,19,10,12,10
noticias_justica-condena-empresa-especializada-em-_8722be56ed.txt,323,865,18,215,96,32,28,1,2,3,32,47,30,34
noticias_justica-decide-que-treinamento-integra-contrato_565317835.txt,324,292,13,72,22,10,28,1,3,5,9,15,9,10
noticias_justica-diverge-sobre-suspensao-de-contratos-comerciais-em-aeroportos_830643547.txt,325,177,12,42,18,12,17,1,1,7,10,6,9,5
noticias_justica-mantem-rescisao-de-contrato-unilateral-de-imovel_1165674075.txt,326,483,10,134,49,20,20,1,0,4,19,24,19,15
noticias_justica-nega-restabelecimento-de-contrato-entre-aplicativo-e-motorista_1227221200.txt,327,235,15,52,26,9,30,4,1,5,11,12,7,8
noticias_legislacao-sobre-licitacoes-e-contratos-administrativos_628717221.txt,328,346,15,65,27,12,23,0,3,2,4,8,10,6
noticias_licitacoes-a-compatibilidade-entre-o-contrato-social-e-o-objeto-licitado_734670436.txt,329,350,14,81,33,26,32,0,7,3,10,13,26,4
noticias_licitacoes-e-contratos-da-administracao-publica_493761610.txt,330,170,12,33,7,22,37,4,1,2,5,2,11,0
noticias_licitacoes-e-contratos_260782424.txt,331,117,13,21,6,3,23,3,1,1,4,3,3,5
noticias_mantida-condenacao-de-banco-por-irregularidades-em-contratos-de-emprestimo_1365708915.txt,332,428,11,89,52,26,24,2,2,3,17,19,19,21
noticias_mas-voce-concordou-esta-no-contrato_1273923047.txt,333,636,11,109,79,34,16,0,1,1,36,28,24,44
noticias_mesmo-sem-assinar-contrato-pais-sao-responsaveis-por-mensalidades-escolares_1269173103.txt,334,490,11,125,48,27,22,5,0,3,27,21,25,18
noticias_modelo-contrato-de-honorarios-advocaticios_476690235.txt,335,217,21,45,8,20,44,3,5,5,4,1,17,3
noticias_modelo-de-contrato-de-honorarios_789015015.txt,336,1602,59,268,117,170,49,1,22,4,27,40,53,20
noticias_modelo-obrigacao-de-fazer-contrato-nao-re_728f083233.txt,337,200,38,27,6,7,86,2,6,11,6,0,9,1
